id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
17311879,Bright Room in Kensington Market,49855400,Emma,,Kensington-Chinatown,43.65650718,-79.40098933,Private room,41,1,2,2/26/2017,0.59,1,0
15453354,Charming Spacious EN SUITE in Kensington Market,4976043,Ping,,Kensington-Chinatown,43.65655404,-79.40302058,Private room,64,2,26,5/22/2017,3.48,3,60
9770366,Kensington Market,50127967,Fred,,Kensington-Chinatown,43.65678591,-79.40421383,Private room,65,2,13,1/3/2017,0.76,1,360
17388045,2BD+2BTH Lower PH on Queen W; opp Shangri-La Hotel,49904395,Casadell,,Kensington-Chinatown,43.65064123,-79.38783518,Entire home/apt,257,2,12,5/31/2017,4.93,4,116
9414650,House in Kensington Market,48814816,Alex,,Kensington-Chinatown,43.65198694,-79.4048132,Private room,42,1,0,,,1,0
18124972,Downtown Private Suite 3,117467865,Zhuan,,Kensington-Chinatown,43.65249672,-79.39645562,Private room,72,1,12,5/29/2017,7.2,4,56
18472616,Downtown core  near AGO Queen  Spadina Chinatown,50167612,Xinde,,Kensington-Chinatown,43.65228546,-79.39645959,Private room,74,1,1,5/28/2017,1,24,89
4954862,Downtown Core Beautiful Clean Room,25081443,Leo,,Kensington-Chinatown,43.65470846,-79.39758265,Private room,41,3,1,3/21/2016,0.07,1,0
16482498,New Private Room in Chinatown/Kensington Market,108215094,Alexis,,Kensington-Chinatown,43.65266904,-79.39897842,Private room,53,2,10,5/16/2017,3.23,1,120
18215004,Private room in downtown Toronto,125765185,Aodhán,,Kensington-Chinatown,43.65318863,-79.39825198,Private room,120,1,2,5/1/2017,1.67,2,364
14843888,Best Value Toronto Downtown,82520109,Steve,,Kensington-Chinatown,43.65818909,-79.39568903,Private room,100,1,0,,,1,0
18415199,Oasis in Kensington Market,122740198,Rua,,Kensington-Chinatown,43.65673286,-79.40168749,Private room,89,2,0,,,2,363
17711962,downtown core private room Queen ST,50167612,Xinde,,Kensington-Chinatown,43.6526436,-79.39649751,Private room,66,1,6,5/26/2017,2.34,24,82
2183573,Double Bed in Kensington Market +AC,2172546,Eva,,Kensington-Chinatown,43.65335132,-79.40364037,Private room,85,4,12,5/30/2017,0.32,1,364
9803500,Downtown Travelers Home,50514304,May,,Kensington-Chinatown,43.6526795,-79.39530494,Private room,59,1,113,5/19/2017,6.54,9,71
17386627,83 'Q',94071526,Matthew,,Kensington-Chinatown,43.64761969,-79.40264224,Entire home/apt,100,2,22,6/2/2017,7.5,2,254
17381269,Downtown Private Suite,117467865,Zhuan,,Kensington-Chinatown,43.65283111,-79.39632311,Private room,93,1,14,5/28/2017,4.72,4,63
994251,Bedroom with ensuite in Kensington,2036943,Emma,,Kensington-Chinatown,43.6542898,-79.40070984,Private room,82,1,10,11/27/2016,0.21,1,365
18654246,Skylight Apt Baldwin village Room B,123624792,Yikai,,Kensington-Chinatown,43.65384314,-79.39594111,Private room,49,1,0,,,4,173
13660723,Room in quiet neighbourhood in downtown Toronto,41113922,Sean,,Kensington-Chinatown,43.65362375,-79.39566222,Private room,57,1,9,3/2/2017,0.81,1,0
1179469,Oasis in Heart of Kensington Market,569339,Cara,,Kensington-Chinatown,43.65429646,-79.40181531,Private room,130,1,43,4/1/2017,0.91,5,365
13346707,Kensington - Heart of Downtown Studio Townhouse,28315962,Wy-J,,Kensington-Chinatown,43.64772455,-79.40356723,Entire home/apt,109,2,57,5/28/2017,4.86,1,274
13942606,Downtown room in great location!,13838790,Javier,,Kensington-Chinatown,43.65407622,-79.39661059,Private room,74,2,3,8/29/2016,0.29,1,0
16040637,"2 Bedroom/2 Bath With BBQ, HBO, Walk to everything",727624,Darryl,,Kensington-Chinatown,43.65059743,-79.4049906,Entire home/apt,150,1,55,5/19/2017,8.78,1,151
14140242,Cute Kensington- BARGIN BASEMENT!,6591947,Ayla,,Kensington-Chinatown,43.65446193,-79.40422042,Private room,66,1,0,,,1,0
3812201,Trendy  Queen Street West,3208770,Paula,,Kensington-Chinatown,43.64893799,-79.40197322,Entire home/apt,69,3,116,5/30/2017,3.44,2,274
6144504,Cozy room in Kensington Market,31873372,Lindsay,,Kensington-Chinatown,43.65336909,-79.4044336,Private room,59,2,0,,,1,0
11408357,Downtown Travelers Home,50514304,May,,Kensington-Chinatown,43.65286007,-79.39554709,Private room,49,1,91,5/28/2017,5.99,9,60
17463908,Downtown core Chinatown Queen ST room,50167612,Xinde,,Kensington-Chinatown,43.65284021,-79.39581769,Private room,80,1,3,4/22/2017,1.17,24,90
8273223,Artists apartment downtown Toronto,5464150,Robin,,Kensington-Chinatown,43.65556315,-79.40671767,Private room,100,1,0,,,1,0
6526792,Single room Sublet,34134692,Sophia,,Kensington-Chinatown,43.65645813,-79.39884337,Private room,41,1,0,,,1,0
12540799,The Grange,32789999,Mandana,,Kensington-Chinatown,43.65255691,-79.39673491,Private room,59,1,3,5/30/2016,0.23,1,0
7391637,Cozy room close to Downtown Toronto,38727744,Peerbocus,,Kensington-Chinatown,43.65507835,-79.39658143,Private room,27,1,0,,,1,0
18773431,Downtown Core  Kensington Market,50167612,Xinde,,Kensington-Chinatown,43.65482758,-79.40406822,Private room,96,1,1,5/28/2017,1,24,90
16441788,Private Room in Downtown Toronto,31103623,Alexandra,,Kensington-Chinatown,43.65437176,-79.39639106,Private room,45,1,0,,,1,0
16569573,Luxury 1bd in the Heart of Kensington Market - 303,55175789,Ben,,Kensington-Chinatown,43.65686527,-79.40188895,Entire home/apt,155,2,15,5/18/2017,2.9,8,67
16154992,Spacious Kensington Market Apartment,57894744,Rachel,,Kensington-Chinatown,43.65443592,-79.40091922,Entire home/apt,150,1,1,1/1/2017,0.19,1,10
15820419,Gorgeous New Condo in Downtown TO,102413232,Asin,,Kensington-Chinatown,43.65704996,-79.40040021,Entire home/apt,265,3,2,3/8/2017,0.39,2,47
9838503,Apartment At The Heart of Downtown,17115903,Dor,,Kensington-Chinatown,43.65305781,-79.4027183,Entire home/apt,107,2,8,5/30/2017,1.27,1,277
18458303,Spacious 1 Bedroom Downtown,76031699,Kate,,Kensington-Chinatown,43.65758515,-79.39993634,Entire home/apt,115,2,6,6/2/2017,6,1,278
13528522,Beautiful Studio Apt in Heart of Kensington Market,70643530,John And Lise,,Kensington-Chinatown,43.65603149,-79.40346959,Entire home/apt,165,7,6,5/21/2017,4.29,2,62
7491397,Kensington Market Flat!,39234777,Sharry,,Kensington-Chinatown,43.65362262,-79.40114476,Entire home/apt,100,2,9,1/1/2017,0.4,1,59
15132210,1 bedroom cabin townhouse in trendy Queen West,29372729,Vivian,,Kensington-Chinatown,43.65020332,-79.40503307,Entire home/apt,250,1,9,4/15/2017,1.07,1,16
18251745,"Bianca's Sunshine House, Unit 10, China town",124503851,Wendy,,Kensington-Chinatown,43.65677151,-79.39941807,Entire home/apt,85,1,3,5/29/2017,3,6,291
14807807,Bright Spacious Kensington Market Home,51461810,A,,Kensington-Chinatown,43.65443575,-79.4014437,Entire home/apt,159,1,5,11/27/2016,0.55,1,275
17680017,2-Storey Japanese-Victorian Loft,1015045,Chris,,Kensington-Chinatown,43.64974222,-79.39338327,Entire home/apt,185,2,4,4/23/2017,1.48,2,0
13548199,Unique minimalist loft in Kensington Market,1752685,Jonathan,,Kensington-Chinatown,43.65685865,-79.40133552,Entire home/apt,250,2,3,8/2/2016,0.27,1,0
8647047,September One Month Rental Downtown Loft!,43764480,Shaughnessy,,Kensington-Chinatown,43.65802996,-79.3990387,Entire home/apt,50,1,4,6/13/2016,0.23,1,0
6515384,Downtown 420 Cottage near Kensington Market,1105735,Lisa,,Kensington-Chinatown,43.65315906,-79.39604045,Entire home/apt,114,2,37,5/7/2017,1.57,1,335
13398338,"Clean, central, 1-bedroom, 3rd floor apartment",23264941,Michael,,Kensington-Chinatown,43.6567364,-79.39812307,Entire home/apt,85,1,8,9/18/2016,0.75,1,0
16425784,4 Queen beds - sleeps 8 people in funky Chinatown,9443058,Elias,,Kensington-Chinatown,43.65436398,-79.39557634,Entire home/apt,211,1,35,6/2/2017,6.91,2,202
4338027,A Hidden Gem in Kensington Market,1628493,Ashlee,,Kensington-Chinatown,43.65409024,-79.40003207,Entire home/apt,228,2,54,5/22/2017,1.73,1,279
13848520,Designer loft in Kensington mkt!,7653690,Jen,,Kensington-Chinatown,43.65497399,-79.39896287,Entire home/apt,135,2,7,10/19/2016,0.64,1,0
13573430,Clean and Cozy Queen West Studio,41186280,Daniel,,Kensington-Chinatown,43.64972594,-79.39687911,Entire home/apt,95,1,74,5/11/2017,6.34,3,79
14375378,Entire House Nearby Kensington Market,53955322,Sindy,,Kensington-Chinatown,43.65637167,-79.39945041,Entire home/apt,168,1,28,1/15/2017,2.86,5,36
12988423,Spacious 1 bedroom apartment in Baldwin Village,29443131,Nick,,Kensington-Chinatown,43.65335003,-79.39492591,Entire home/apt,101,4,6,9/18/2016,0.52,2,12
18076912,Fabulous 3Bedroom home in Chinatown,124466393,Jack,,Kensington-Chinatown,43.6575363,-79.39991052,Entire home/apt,118,1,9,5/30/2017,5.4,1,73
19037291,Kensington Place Loft (203C),122534531,Marina,,Kensington-Chinatown,43.65297237,-79.40077286,Entire home/apt,127,1,0,,,9,361
12764904,Artist's Loft in the Market,33117319,Gwen,,Kensington-Chinatown,43.65323807,-79.40154476,Entire home/apt,109,1,71,11/22/2016,5.39,1,0
10733611,"Luxury, Spacious Condo in KingWest",4793411,Dj,,Kensington-Chinatown,43.64792516,-79.40084634,Entire home/apt,226,1,52,5/31/2017,4.38,2,288
9629873,"Beautiful Kensington Loft, 1 bdrm w/ pool table!",49805609,Luis,,Kensington-Chinatown,43.6511775,-79.40116099,Entire home/apt,147,1,26,5/17/2017,2.89,3,344
19037166,Kensington Place Loft (203B),122534531,Marina,,Kensington-Chinatown,43.65306737,-79.40181404,Entire home/apt,127,1,0,,,9,344
18700154,Bright 2br Downtown!,24905056,Anthony,,Kensington-Chinatown,43.6568068,-79.3986164,Entire home/apt,138,1,5,6/1/2017,5,4,262
13064101,Modern 1BR in Trendy Queen West 6 - FREE PARKING,55175789,Ben,,Kensington-Chinatown,43.65030016,-79.39864491,Entire home/apt,161,2,63,5/27/2017,5.12,8,104
14039955,Design Lovers Loft in Kensington Market,1039434,Juli,,Kensington-Chinatown,43.65503061,-79.40067071,Entire home/apt,166,7,2,5/30/2017,0.21,4,120
181819,Funky Kensington Market Studio,528948,Mielle,,Kensington-Chinatown,43.65480097,-79.4039407,Entire home/apt,81,1,193,5/23/2017,2.92,3,250
16704727,College and Spadina -Fully Furnished Apartment.,7135549,Atlas,,Kensington-Chinatown,43.65625138,-79.40326829,Entire home/apt,89,3,1,5/14/2017,0.35,18,364
6838050,Cozy Downtown Kensington 3 bedroom,958382,Susan,,Kensington-Chinatown,43.6562398,-79.40077881,Entire home/apt,159,2,81,5/29/2017,3.4,3,17
10681478,Modern 1Br in Trendy Queen West 8 - FREE PARKING,55175789,Ben,,Kensington-Chinatown,43.65033139,-79.39733011,Entire home/apt,164,2,77,5/24/2017,4.64,8,87
283628,Baldwin Village Downtown Apartment,1477264,Gloria,,Kensington-Chinatown,43.65481477,-79.39696903,Entire home/apt,159,12,13,9/16/2016,0.2,1,29
9060491,Great space in Kensington Market.,47264041,James,,Kensington-Chinatown,43.65557458,-79.40325256,Entire home/apt,76,7,4,11/3/2016,0.26,1,276
14384510,Stylish studio in the heart of TO,141165,Patrick,,Kensington-Chinatown,43.65355979,-79.39706836,Entire home/apt,120,2,16,4/8/2017,1.66,2,106
13752592,"City Lights, Quiet Nights in Kensington Market",2451557,Mikkel,,Kensington-Chinatown,43.65491951,-79.39871211,Entire home/apt,178,7,0,,,1,119
1100022,"Charming, Central One-Bedroom Flat",2372549,Talia,,Kensington-Chinatown,43.65634431,-79.40366755,Entire home/apt,82,2,25,1/14/2017,0.51,1,340
14166972,Modern 1 Bdrm with stunning views,2745245,Ben,,Kensington-Chinatown,43.65647998,-79.39961391,Entire home/apt,141,2,27,5/28/2017,2.63,1,334
13063805,Modern 1BR in Trendy Queen West 5 - FREE PARKING,55175789,Ben,,Kensington-Chinatown,43.65029543,-79.3981961,Entire home/apt,176,2,62,5/29/2017,5.04,8,101
14465955,Adorable Downtown Toronto Studio!!,89133971,Emma,,Kensington-Chinatown,43.65045752,-79.39142728,Entire home/apt,120,2,13,6/2/2017,1.36,1,99
17316943,Nice and cozy shared Bedroom Kensington Market,84593226,Amy And Prince,,Kensington-Chinatown,43.65602929,-79.40405648,Shared room,36,1,0,,,3,340
7128636,One Bedroom in Kensington Market,7342347,Brad,,Kensington-Chinatown,43.65712704,-79.40112137,Entire home/apt,91,1,0,,,1,0
18855672,Studio Apartment with ample light and character,2826013,Jc,,Kensington-Chinatown,43.65150946,-79.38948867,Entire home/apt,95,2,0,,,1,30
16448099,Rooftop townhouse in the trendy Queen West,8855148,Konstantin,,Kensington-Chinatown,43.64879157,-79.40461073,Entire home/apt,150,2,1,4/21/2017,0.68,1,160
19056595,Modern Downtown Private Home on Queen St W,12224499,Nic,,Kensington-Chinatown,43.65036443,-79.40408043,Entire home/apt,220,1,0,,,1,346
1325403,Your home in the heart of Toronto!,1279668,Tanja,,Kensington-Chinatown,43.65521888,-79.39205711,Entire home/apt,99,3,130,5/18/2017,2.78,2,321
14760303,Luxurious New Large 2bd condo - view+ 12ft ceiling,741455,Sharky,,Kensington-Chinatown,43.65363768,-79.38950986,Entire home/apt,476,2,1,9/12/2016,0.11,1,0
15819537,Flamingo's Nest,3709202,Sebastien,,Kensington-Chinatown,43.65502339,-79.39089181,Entire home/apt,50,1,3,11/3/2016,0.42,1,0
16498556,New large Modern 2bd Condo - view & many amenities,108372849,Daniel,,Kensington-Chinatown,43.65285953,-79.3880412,Private room,78,1,1,1/1/2017,0.19,1,59
18794901,Spacious & Comfy w/ Deck | Close to UofT/Hospitals,18483787,Kylie,,Kensington-Chinatown,43.65711007,-79.39390115,Private room,54,1,1,5/25/2017,1,3,8
2483875,Our pied-a-terre.  Walk Anywhere!,12621649,Paul Anthony,,Kensington-Chinatown,43.65427783,-79.39367971,Entire home/apt,76,14,5,8/11/2016,0.22,1,5
11892400,Spacious Bedroom in Downtown Toronto,63419584,Bill Ziang,,Kensington-Chinatown,43.65513869,-79.39225238,Private room,57,1,7,5/31/2016,0.54,1,0
3861937,A cozy private room in a 2br aptmnt,19931095,Daksh,,Kensington-Chinatown,43.65790689,-79.38974759,Private room,45,2,3,5/14/2017,0.12,1,11
9417165,clean 1bedroom apt heart of toronto,48828158,Michael,,Kensington-Chinatown,43.65461939,-79.39057851,Entire home/apt,91,1,0,,,1,0
18649491,Skylight Apt Baldwin Village room D,123624792,Yikai,,Kensington-Chinatown,43.65521014,-79.39426218,Private room,42,1,0,,,4,302
18597643,Loft Space in the Heart of Toronto,15784767,Kimmy,,Kensington-Chinatown,43.65307201,-79.39193793,Private room,59,5,0,,,1,12
11398750,Downtown travelers Home,50514304,May,,Kensington-Chinatown,43.65355452,-79.3945627,Private room,54,1,98,5/28/2017,6.45,9,73
16323517,Central Apartment at the heart of Downtown Toronto,41765120,Hazel,,Kensington-Chinatown,43.65376868,-79.38905831,Entire home/apt,128,2,24,5/29/2017,4.34,1,69
18675859,Beautiful 1Br Condo Prime DT Subway Downstairs,490177,Hao,,Kensington-Chinatown,43.65498986,-79.38960146,Entire home/apt,149,1,1,5/14/2017,1,7,46
14741990,Unique Luxury Condo in the heart of Downtown,70717112,Christopher,,Kensington-Chinatown,43.65367041,-79.38944922,Entire home/apt,150,2,27,6/2/2017,2.89,1,290
12761412,*2BR*5min Eaton/Dundas/ KENSINGTON,64984360,Es,,Kensington-Chinatown,43.65578022,-79.39061976,Entire home/apt,91,2,26,8/25/2016,1.95,1,128
15509855,Best Location!  Cozy Condo in the Heart of Toronto,99646711,Erin,,Kensington-Chinatown,43.65369688,-79.39055931,Entire home/apt,109,4,21,5/22/2017,3,1,23
18963511,Downtown Spacious 3 bedroom Apartment in House,37476427,Peiwei,,Kensington-Chinatown,43.65813028,-79.39088365,Entire home/apt,332,1,0,,,1,328
18784612,Newly Renovated Bachelor Pad by AGO,130734121,Sean,,Kensington-Chinatown,43.65460525,-79.38977851,Entire home/apt,207,1,2,5/31/2017,2,1,361
18691775,Cozy studio apartment downtown! Great Location!,66249114,Ethan,,Kensington-Chinatown,43.65560709,-79.39090686,Entire home/apt,70,2,0,,,1,3
5030070,SPACIOUS 1 BR - PRIME QUEEN WEST,14450656,Zoë,,Kensington-Chinatown,43.65370126,-79.39031445,Entire home/apt,120,3,38,5/13/2017,1.43,1,156
9447810,Townhouse/loft in downtown core with original art!,18041348,Sherry And Jess,,Kensington-Chinatown,43.65331621,-79.39049231,Entire home/apt,99,1,21,6/2/2017,1.15,1,296
18818875,[2BR] Newly Open! 5mins Dundas/Eaton/ Kensington,64955856,Rin Silvie,,Kensington-Chinatown,43.65648384,-79.39164967,Entire home/apt,123,2,0,,,4,206
9716107,Big Room in the Heart of Downtown,50157972,Avdhut,,Kensington-Chinatown,43.6581042,-79.39387072,Private room,55,3,2,1/5/2016,0.11,1,0
18583554,Kensington Place Loft 202(A),122534531,Marina,,Kensington-Chinatown,43.65308738,-79.40209235,Entire home/apt,127,1,5,5/31/2017,5,9,339
13699478,Toronto Downtown -Hidden Gem!,43968015,Frida,,Kensington-Chinatown,43.65563456,-79.39304409,Private room,78,2,10,4/22/2017,1.13,2,148
8391219,Charm in Kensington Market!,32794340,Ryan,,Kensington-Chinatown,43.65299422,-79.40299555,Entire home/apt,249,3,62,5/21/2017,3.35,1,270
7146175,Amazing spacious downtown apartment,5159370,Syd,,Kensington-Chinatown,43.65287641,-79.39415447,Entire home/apt,105,3,17,5/23/2017,0.74,1,338
4839218,Central Rowhouse Apartment,24905056,Anthony,,Kensington-Chinatown,43.65797623,-79.39805521,Entire home/apt,76,1,78,6/2/2017,2.72,4,35
13667176,Beautiful Shared Apartment in Kensington Market,4886346,Patrick,,Kensington-Chinatown,43.6565583,-79.40561044,Private room,76,1,24,5/29/2017,2.16,1,358
14549154,Private Master Bedroom in the heart of downtown,90039246,Alex,,Kensington-Chinatown,43.65654461,-79.39185931,Shared room,65,2,1,8/28/2016,0.11,1,0
14488992,Bright Room in Artist's Apartment  on  Queen st W,89407132,Issa,,Kensington-Chinatown,43.64721866,-79.4038816,Private room,55,2,25,5/27/2017,2.68,1,203
18022966,Modern&Beautiful 1BRCondo in the heart of Downtown,86295816,Sofia,,Kensington-Chinatown,43.65230883,-79.3877724,Entire home/apt,169,1,4,5/17/2017,2.35,9,64
18175884,Central spot for a business traveller,125348517,Sasha,,Kensington-Chinatown,43.65167272,-79.38744465,Entire home/apt,149,1,1,4/21/2017,0.68,1,0
382423,Private Apt. in Kensington Market!,1916855,Manja & Joanne,,Kensington-Chinatown,43.65431705,-79.39847076,Entire home/apt,91,1,128,6/1/2017,2.03,2,163
1638998,Neighbour's Spare Room (short-term),569339,Cara,,Kensington-Chinatown,43.65552585,-79.39203396,Private room,130,1,3,9/14/2015,0.07,5,180
9864534,Bright studio in the city centre,141165,Patrick,,Kensington-Chinatown,43.6526332,-79.3954232,Entire home/apt,120,2,44,5/28/2017,2.69,2,98
15465840,Downtown TownHs. Rooftop patio/BBQ,22371065,Kirill,,Kensington-Chinatown,43.65003968,-79.40457932,Entire home/apt,249,2,6,5/31/2017,0.78,3,332
16257341,Home away from home near Toronto's best!,18873244,Renee,,Kensington-Chinatown,43.65562973,-79.38886906,Private room,70,2,15,5/31/2017,3.19,1,51
14389097,A Bright & Modern Apt 2 - Centrally Located!,47176541,Nis,,Kensington-Chinatown,43.65620765,-79.4067869,Entire home/apt,130,2,50,5/29/2017,5.05,2,291
7475057,Large Bedroom and Big Patio Space!,27164732,Pamela,,Kensington-Chinatown,43.65490399,-79.39107691,Private room,85,2,6,9/17/2015,0.27,1,0
18824308,Bright & Clean Kensington Studio,13635030,Spencer,,Kensington-Chinatown,43.65299741,-79.40028862,Entire home/apt,109,1,0,,,1,51
10970420,Big Comfy Couch! Amazing Location!!,55296043,Nicola,,Kensington-Chinatown,43.6531408,-79.39016136,Shared room,34,1,0,,,2,365
2522073,NEW Large 1 BR next to Subway!,1919294,Toronto Suite Rentals,,Kensington-Chinatown,43.65332628,-79.38830769,Entire home/apt,169,5,14,12/18/2016,0.36,42,278
4663473,Large Bedroom in Heart of Downtown,20334453,Alberto,,Kensington-Chinatown,43.65792541,-79.39364339,Private room,70,1,0,,,1,0
4933277,Pulse of the City Bachelor,377040,Leanne,,Kensington-Chinatown,43.6486347,-79.40052449,Entire home/apt,65,1,37,5/29/2017,1.39,10,153
141152,Artsy-Zen Kensington Market,528948,Mielle,,Kensington-Chinatown,43.65527006,-79.40276352,Entire home/apt,86,1,261,5/25/2017,3.63,3,276
13445014,Private room with private bathroom,50514304,May,,Kensington-Chinatown,43.65394922,-79.40105615,Private room,51,1,46,5/28/2017,3.85,9,79
13707838,New Studio W/ Balcony. AMAZING LOCATION DOWNTOWN,80016983,Katie Sameena,,Kensington-Chinatown,43.65026568,-79.39462683,Entire home/apt,91,4,15,11/4/2016,1.34,1,0
18613889,Kensington Place Loft 202(B),122534531,Marina,,Kensington-Chinatown,43.65301227,-79.40048957,Entire home/apt,127,1,3,5/29/2017,3,9,324
1943045,DOWNTOWN BOUTIQUE LOFT,440188,Mark,,Kensington-Chinatown,43.65594376,-79.40079446,Entire home/apt,126,4,9,10/31/2016,0.24,1,272
10070087,Down town large 1 bedroom apt,19379600,Tara,,Kensington-Chinatown,43.6517895,-79.39036916,Entire home/apt,100,2,81,5/19/2017,4.83,1,260
7807833,Kensington Market apt- HUGE Terrace,41048739,Tony,,Kensington-Chinatown,43.65708818,-79.39964273,Entire home/apt,91,7,1,10/24/2015,0.05,1,0
303646,My Neighbour's Bedroom (short-term),569339,Cara,,Kensington-Chinatown,43.65504272,-79.40017324,Private room,120,1,2,8/3/2014,0.04,5,365
17111793,Amazing Beautiful Comfortable Room,114920333,Clement,,Kensington-Chinatown,43.65244462,-79.39997165,Private room,70,1,0,,,1,179
18293080,Modern Chinatown Condo,55658531,Celina,,Kensington-Chinatown,43.6519038,-79.39802041,Entire home/apt,250,2,3,5/29/2017,3,1,119
13771929,Single room in Super Convenient location!,16353118,Amy,,Kensington-Chinatown,43.6574434,-79.39334703,Private room,62,2,37,5/12/2017,3.96,4,78
18653241,Cozy Downtown Kensington 3 bedroom apartment,127677828,David,,Kensington-Chinatown,43.65606545,-79.40228755,Entire home/apt,176,2,1,6/1/2017,1,1,105
6423897,"Sunny, bright loft in Kensington.",2339757,Maria,,Kensington-Chinatown,43.65607529,-79.40005621,Entire home/apt,126,2,3,8/2/2016,0.13,1,0
11607874,Big Room in Best Neighbourhood (#2),2994306,David,,Kensington-Chinatown,43.65145316,-79.38988644,Private room,72,1,9,4/4/2017,0.6,3,340
17047306,Big bedroom in our downtown Intentional Community,107157336,Peri,,Kensington-Chinatown,43.65439215,-79.39294691,Private room,41,2,16,5/24/2017,5,4,0
18226895,Kensington Place Loft 201(C),122534531,Marina,,Kensington-Chinatown,43.65523766,-79.40198623,Entire home/apt,127,1,1,4/30/2017,0.86,9,359
10682351,Modern 1BR in Trendy Queen West 7 - FREE PARKING,55175789,Ben,,Kensington-Chinatown,43.64861385,-79.39894085,Entire home/apt,161,2,75,5/29/2017,4.55,8,102
3958575,Queen West Studio Apartment ,20179179,Tara,,Kensington-Chinatown,43.64987647,-79.40313922,Entire home/apt,109,2,50,8/23/2016,1.5,1,0
17889798,Kensington Place Loft (201A),122534531,Marina,,Kensington-Chinatown,43.65593236,-79.40091053,Entire home/apt,127,1,9,5/27/2017,4.5,9,306
14744374,"Newly renovated, clean, spacious bedrms Queen West",81907633,Cindy,,Kensington-Chinatown,43.64968937,-79.40396643,Entire home/apt,241,1,14,10/16/2016,1.53,1,0
9665310,downtown private  bedroom,49949644,Sylvia,,Kensington-Chinatown,43.65311821,-79.38883436,Private room,45,1,1,12/17/2015,0.06,1,0
14153216,Townhouse with Penthouse Rooftop in Queen West!,85509427,Irma,,Kensington-Chinatown,43.64996046,-79.40284503,Entire home/apt,168,2,44,5/28/2017,4.22,2,70
15889905,Big cozy bedroom in Downtown TO!,79756087,Myrtha E,,Kensington-Chinatown,43.65618593,-79.39444689,Private room,45,7,2,5/7/2017,0.41,1,279
13465029,Spacious and Private House in Downtown Toronto,6525584,Alex,,Kensington-Chinatown,43.6490716,-79.40156174,Entire home/apt,289,3,7,9/22/2016,0.6,1,0
14613571,A short lovely walk to everything,2374070,Kristen,,Kensington-Chinatown,43.65584342,-79.40604957,Entire home/apt,76,2,14,5/22/2017,1.5,1,13
13680285,Heart of Toronto_Queen st. W chic apt. w balcony,685390,Naama,,Kensington-Chinatown,43.6511951,-79.3918935,Entire home/apt,128,2,6,9/4/2016,0.54,1,3
12154745,"Enjoy Spring in Heart of Toronto, Park and Walk",65267172,Suzanne,,Kensington-Chinatown,43.65046828,-79.39300001,Entire home/apt,322,3,8,6/2/2017,0.91,1,239
8090518,Renovated Spacious Downtown Condo,2483936,Gemma,,Kensington-Chinatown,43.65271597,-79.39064021,Entire home/apt,120,2,17,5/20/2017,0.8,1,282
6794357,Fantastic Apt in Kensington Market!,35564631,Ann,,Kensington-Chinatown,43.65688166,-79.40244204,Entire home/apt,189,2,117,5/27/2017,4.9,1,291
621936,Charming Home Downtown,60919,Tony,,Kensington-Chinatown,43.65115427,-79.39601663,Entire home/apt,145,4,2,8/28/2016,0.12,1,153
1143885,A beautifully furnished home,6271916,David,,Kensington-Chinatown,43.65466522,-79.39088952,Entire home/apt,100,4,11,5/14/2017,0.23,1,22
18387545,"Private Bedroom Downtown-Steps from AGO&Queen St,",25480699,Joseph,,Kensington-Chinatown,43.65631374,-79.39437368,Private room,41,2,2,5/14/2017,2,1,51
17633872,Spacious & Comfy Studio - Downtown Core,6520090,Abe,,Kensington-Chinatown,43.65390483,-79.39011644,Entire home/apt,99,1,8,5/6/2017,3.81,3,122
13772124,Bright Sanctuary in Lovely Baldwin Village!,16353118,Amy,,Kensington-Chinatown,43.65591994,-79.39226842,Private room,65,1,16,5/3/2017,1.95,4,60
18312427,Trendy Studio Apt in Kensington Market,70643530,John And Lise,,Kensington-Chinatown,43.65555072,-79.40366601,Entire home/apt,165,7,7,6/2/2017,5.25,2,62
18311934,renting from 30 May to 13 July,126664516,Jojo,,Kensington-Chinatown,43.65651596,-79.40479958,Shared room,20,1,0,,,1,12
15690154,Ideally located cozy studio!,101293415,Mee,,Kensington-Chinatown,43.65121793,-79.39876168,Entire home/apt,99,3,8,5/25/2017,1.26,1,309
9464086,Luxury Condo across Art Gallery,38956955,Gina,,Kensington-Chinatown,43.65387361,-79.39168219,Entire home/apt,150,2,1,1/3/2016,0.06,1,0
5050864,Cosy Loft beside Kensington Market,69432,Angel,,Kensington-Chinatown,43.65291195,-79.40436004,Entire home/apt,109,2,37,5/5/2017,1.45,2,164
10250486,Studio Hard Loft (Daytime Shoot / Event Location),52690863,Jackie,,Kensington-Chinatown,43.64798502,-79.40207724,Entire home/apt,400,1,24,4/22/2017,1.4,2,171
18475177,Cute Cozy 3rd floor private room across from AGO!,107157336,Peri,,Kensington-Chinatown,43.65444026,-79.39297423,Private room,64,2,7,5/26/2017,7,4,94
13494183,SPADINA LOFT,59018173,Andy,,Kensington-Chinatown,43.6502504,-79.39761337,Entire home/apt,150,3,36,5/27/2017,3.12,1,22
13134364,Unique Kensington Market Apartment,73165769,Clinton And Amanda,,Kensington-Chinatown,43.65304534,-79.4001655,Entire home/apt,155,1,66,5/26/2017,5.55,1,47
