room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
13377856,1017461,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),8,5.0,2,1.0,46.0,,43.662905,-79.442906,2017-03-12 15:02:45.475683
6878963,36046067,Entire home/apt,,Trinity-Bellwoods (81),0,0.0,4,1.0,61.0,,43.64933,-79.404995,2017-03-12 15:02:44.288772
14867871,24901624,Entire home/apt,,Waterfront Communities-The Island (77),5,5.0,3,1.0,61.0,,43.648137,-79.371714,2017-03-12 15:02:44.286580
16869870,35511116,Entire home/apt,,Palmerston-Little Italy (80),0,0.0,2,1.0,52.0,,43.656999,-79.408096,2017-03-12 15:02:44.282752
10266160,4955139,Entire home/apt,,Annex (95),3,4.5,2,0.0,54.0,,43.667977,-79.405888,2017-03-12 15:02:44.273846
16148304,39402171,Entire home/apt,,Annex (95),2,0.0,2,1.0,52.0,,43.67514,-79.396058,2017-03-12 15:02:42.926647
15476654,19148752,Entire home/apt,,Bay Street Corridor (76),1,0.0,3,1.0,54.0,,43.667923,-79.388147,2017-03-12 15:02:42.916537
7009190,5511805,Entire home/apt,,Waterfront Communities-The Island (77),0,0.0,2,1.0,61.0,,43.6506,-79.365109,2017-03-12 15:02:42.912004
10831675,5038458,Entire home/apt,,Annex (95),1,0.0,4,2.0,62.0,,43.669536,-79.404053,2017-03-12 15:02:42.907354
13722939,28973711,Entire home/apt,,Palmerston-Little Italy (80),0,0.0,2,1.0,43.0,,43.655814,-79.411472,2017-03-12 15:02:42.902760
613695,2741309,Entire home/apt,,Palmerston-Little Italy (80),0,0.0,4,0.0,58.0,,43.659577,-79.412573,2017-03-12 15:02:42.899889
16722062,7135549,Entire home/apt,,Kensington-Chinatown (78),1,0.0,2,0.0,61.0,,43.656378,-79.403384,2017-03-12 15:02:42.896031
14741235,79810464,Entire home/apt,,Bay Street Corridor (76),2,0.0,2,0.0,62.0,,43.666047,-79.388147,2017-03-12 15:02:42.886672
6336491,28181139,Entire home/apt,,Bay Street Corridor (76),5,4.5,4,1.0,58.0,,43.666603,-79.388823,2017-03-12 15:02:41.723376
16506847,62254257,Entire home/apt,,Palmerston-Little Italy (80),0,0.0,3,3.0,61.0,,43.65842,-79.412388,2017-03-12 15:02:41.714451
8255071,6693994,Entire home/apt,,Waterfront Communities-The Island (77),1,0.0,2,1.0,53.0,,43.650043,-79.38947,2017-03-12 15:02:41.707730
13436270,40551369,Entire home/apt,,Bay Street Corridor (76),7,4.5,2,1.0,59.0,,43.65176,-79.382554,2017-03-12 15:02:41.701429
13274931,74809341,Entire home/apt,,Playter Estates-Danforth (67),11,5.0,2,1.0,58.0,,43.680249,-79.360976,2017-03-12 15:02:41.698330
1143885,6271916,Entire home/apt,,Kensington-Chinatown (78),9,5.0,2,1.0,55.0,,43.654665,-79.39089,2017-03-12 15:02:41.685470
13476193,10065239,Entire home/apt,,Annex (95),1,0.0,2,0.0,61.0,,43.66931,-79.399482,2017-03-12 15:02:40.822069
6226435,30354718,Entire home/apt,,Waterfront Communities-The Island (77),0,0.0,1,1.0,54.0,,43.64891,-79.388334,2017-03-12 15:02:40.815187
16180066,103698287,Entire home/apt,,Bay Street Corridor (76),0,0.0,4,1.0,60.0,,43.66807,-79.387116,2017-03-12 15:02:39.474398
3951306,20479453,Entire home/apt,,Trinity-Bellwoods (81),3,5.0,1,0.0,58.0,,43.65135,-79.409832,2017-03-12 15:02:39.465113
4933277,377040,Entire home/apt,,Kensington-Chinatown (78),31,4.5,2,0.0,49.0,,43.648635,-79.400524,2017-03-12 15:02:39.456444
6337453,3941039,Entire home/apt,,Kensington-Chinatown (78),16,5.0,3,1.0,61.0,,43.651931,-79.39025,2017-03-12 15:02:39.451354
3433957,17306531,Entire home/apt,,Rosedale-Moore Park (98),1,0.0,3,2.0,52.0,,43.674122,-79.386335,2017-03-12 15:02:39.443070
6119077,3652409,Entire home/apt,,Trinity-Bellwoods (81),41,5.0,2,1.0,58.0,,43.648829,-79.4075,2017-03-12 15:02:38.422446
17406344,19509784,Entire home/apt,,Bay Street Corridor (76),0,0.0,4,1.0,61.0,,43.649784,-79.382834,2017-03-12 15:02:38.419697
10689777,32304883,Entire home/apt,,Bay Street Corridor (76),0,0.0,2,0.0,54.0,,43.649757,-79.378453,2017-03-12 15:02:38.415587
8760673,21936860,Entire home/apt,,Annex (95),0,0.0,2,1.0,54.0,,43.67157,-79.389213,2017-03-12 15:02:33.653432
2935549,534666,Entire home/apt,,Oakwood Village (107),6,3.5,4,2.0,61.0,,43.681833,-79.431934,2017-03-12 15:02:25.849988
1524783,8135652,Entire home/apt,,Corso Italia-Davenport (92),1,0.0,2,2.0,54.0,,43.681941,-79.450178,2017-03-12 15:02:25.843191
12068676,17976889,Entire home/apt,,Oakwood Village (107),6,4.0,3,2.0,50.0,,43.690849,-79.445464,2017-03-12 15:02:25.837337
9813907,40879868,Entire home/apt,,Wychwood (94),0,0.0,4,1.0,49.0,,43.681135,-79.429605,2017-03-12 15:02:24.514229
13162966,73514916,Entire home/apt,,Oakwood Village (107),9,5.0,4,2.0,52.0,,43.685913,-79.44495,2017-03-12 15:02:24.507141
3563823,2515227,Entire home/apt,,Humewood-Cedarvale (106),9,4.5,3,1.0,46.0,,43.686758,-79.42058,2017-03-12 15:02:24.499615
15186902,30053002,Entire home/apt,,Humewood-Cedarvale (106),4,5.0,2,1.0,58.0,,43.685027,-79.4204,2017-03-12 15:02:23.110591
13352688,75705922,Entire home/apt,,Yorkdale-Glen Park (31),3,4.0,2,1.0,49.0,,43.713607,-79.452038,2017-03-12 15:02:21.608216
16782638,26384854,Entire home/apt,,Yonge-St.Clair (97),0,0.0,2,1.0,58.0,,43.682369,-79.398998,2017-03-12 15:02:18.854692
11037621,57278041,Entire home/apt,,Lawrence Park South (103),1,0.0,2,2.0,58.0,,43.711453,-79.410322,2017-03-12 15:02:17.664520
17499433,118597797,Entire home/apt,,Palmerston-Little Italy (80),0,0.0,2,0.0,61.0,,43.658533,-79.425722,2017-03-12 15:02:12.866939
12265271,66057765,Entire home/apt,,Annex (95),8,3.5,3,0.0,61.0,,43.665461,-79.411277,2017-03-12 15:02:12.855696
15665752,20408425,Entire home/apt,,Palmerston-Little Italy (80),0,0.0,3,1.0,58.0,,43.659654,-79.41807,2017-03-12 15:02:12.853520
8147623,43017328,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),46,4.5,5,2.0,61.0,,43.659142,-79.441464,2017-03-12 15:02:12.844476
12761270,21091701,Entire home/apt,,Dufferin Grove (83),1,0.0,1,0.0,61.0,,43.656875,-79.446419,2017-03-12 15:02:12.842143
10598925,27079474,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),4,5.0,2,0.0,54.0,,43.665702,-79.433648,2017-03-12 15:02:11.400722
14267696,5211865,Entire home/apt,,Palmerston-Little Italy (80),19,5.0,3,1.0,61.0,,43.66378,-79.412515,2017-03-12 15:02:11.398527
15835280,20408425,Entire home/apt,,Palmerston-Little Italy (80),1,0.0,4,2.0,49.0,,43.658111,-79.416181,2017-03-12 15:02:11.396199
13354238,20768996,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),1,0.0,4,1.0,54.0,,43.662233,-79.441044,2017-03-12 15:02:11.381108
14981133,43222872,Entire home/apt,,Wychwood (94),2,0.0,2,1.0,58.0,,43.676647,-79.433886,2017-03-12 15:02:11.377527
4423737,22963537,Entire home/apt,,Annex (95),7,4.5,2,0.0,61.0,,43.667429,-79.404147,2017-03-12 15:02:11.373133
7868885,41471025,Entire home/apt,,Annex (95),0,0.0,1,0.0,61.0,,43.673508,-79.388389,2017-03-12 15:02:10.158630
12624364,27895063,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),11,4.5,3,1.0,58.0,,43.669204,-79.427521,2017-03-12 15:02:10.153653
16734125,108180,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),0,0.0,2,1.0,49.0,,43.666913,-79.436485,2017-03-12 15:02:10.150851
14933114,93911914,Entire home/apt,,Wychwood (94),1,0.0,5,2.0,61.0,,43.682408,-79.419445,2017-03-12 15:02:10.147995
7180919,7529280,Entire home/apt,,Corso Italia-Davenport (92),2,0.0,2,1.0,49.0,,43.677679,-79.440483,2017-03-12 15:02:10.143692
14592346,90500091,Entire home/apt,,Church-Yonge Corridor (75),0,0.0,2,1.0,61.0,,43.666707,-79.385062,2017-03-12 15:02:10.141421
10475419,20368168,Entire home/apt,,Annex (95),0,0.0,3,1.0,61.0,,43.667346,-79.404912,2017-03-12 15:02:10.138520
1062690,4806305,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),15,4.5,3,1.0,61.0,,43.672296,-79.441613,2017-03-12 15:02:08.573918
3859494,4888729,Entire home/apt,,Corso Italia-Davenport (92),81,5.0,3,0.0,61.0,,43.679134,-79.439344,2017-03-12 15:02:08.566527
9633662,42048792,Entire home/apt,,Annex (95),15,4.5,4,0.0,61.0,,43.671758,-79.396753,2017-03-12 15:02:08.551630
15395376,2723838,Entire home/apt,,Palmerston-Little Italy (80),2,0.0,4,1.0,48.0,,43.662696,-79.410606,2017-03-12 15:02:08.548443
4543817,4789501,Entire home/apt,,Palmerston-Little Italy (80),27,4.5,4,1.0,43.0,,43.661656,-79.410829,2017-03-12 15:02:07.327581
13705622,79710102,Entire home/apt,,Mount Pleasant West (104),2,0.0,3,1.0,61.0,,43.70565,-79.39476,2017-03-12 15:02:07.324799
9590428,48026385,Entire home/apt,,Annex (95),0,0.0,2,0.0,61.0,,43.66715,-79.407156,2017-03-12 15:02:07.319761
10967242,1575627,Entire home/apt,,Palmerston-Little Italy (80),0,0.0,3,1.0,46.0,,43.659512,-79.411955,2017-03-12 15:02:07.317736
7029953,36854786,Entire home/apt,,Wychwood (94),17,5.0,4,1.0,61.0,,43.674721,-79.432683,2017-03-12 15:02:07.315021
7481269,37580623,Entire home/apt,,Dufferin Grove (83),6,4.5,2,1.0,46.0,,43.659223,-79.429099,2017-03-12 15:02:07.306290
15898131,66057765,Entire home/apt,,Annex (95),0,0.0,2,0.0,46.0,,43.665159,-79.411201,2017-03-12 15:02:07.300297
8209074,43108722,Entire home/apt,,Palmerston-Little Italy (80),0,0.0,1,0.0,45.0,,43.66068,-79.411289,2017-03-12 15:02:07.297537
9090507,34203071,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),3,5.0,2,1.0,46.0,,43.662884,-79.445045,2017-03-12 15:02:07.294727
16439804,16725722,Entire home/apt,,Englemount-Lawrence (32),0,0.0,2,1.0,58.0,,43.717477,-79.441059,2017-03-12 15:02:07.289103
7553435,39589730,Entire home/apt,,Dufferin Grove (83),1,0.0,3,3.0,49.0,,43.655798,-79.440566,2017-03-12 15:02:07.286701
9365510,14564828,Entire home/apt,,Casa Loma (96),15,4.5,2,0.0,49.0,,43.674621,-79.411658,2017-03-12 15:02:05.650747
8666401,45529466,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),67,4.5,4,0.0,56.0,,43.660662,-79.439216,2017-03-12 15:02:05.634589
358663,1815434,Entire home/apt,,Palmerston-Little Italy (80),20,4.5,1,1.0,57.0,,43.661947,-79.411414,2017-03-12 15:02:04.326612
10994303,19749678,Entire home/apt,,Wychwood (94),1,0.0,2,1.0,46.0,,43.677631,-79.426382,2017-03-12 15:02:04.322353
6646847,29002074,Entire home/apt,,Annex (95),0,0.0,2,1.0,61.0,,43.67001,-79.402148,2017-03-12 15:02:04.300608
16449256,103698287,Entire home/apt,,Church-Yonge Corridor (75),5,5.0,4,1.0,61.0,,43.669691,-79.386551,2017-03-12 15:02:04.287990
3623351,18252368,Entire home/apt,,Corso Italia-Davenport (92),10,4.5,1,1.0,49.0,,43.682223,-79.447444,2017-03-12 15:02:02.805713
5692553,3212906,Entire home/apt,,Annex (95),5,5.0,4,1.0,46.0,,43.6676,-79.419098,2017-03-12 15:02:02.802611
11189160,58248390,Entire home/apt,,Annex (95),0,0.0,2,0.0,42.0,,43.673214,-79.403907,2017-03-12 15:02:02.793708
3857803,19901761,Entire home/apt,,Annex (95),1,0.0,2,1.0,58.0,,43.668293,-79.410889,2017-03-12 15:02:02.786412
4321434,2192751,Entire home/apt,,Annex (95),1,0.0,2,1.0,62.0,,43.674332,-79.409625,2017-03-12 15:02:02.783641
16189833,89258061,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),6,4.0,3,1.0,46.0,,43.669583,-79.445359,2017-03-12 15:02:02.780987
4226957,21936860,Entire home/apt,,Annex (95),2,0.0,2,1.0,54.0,,43.673019,-79.389179,2017-03-12 15:02:02.776362
4080082,20941455,Entire home/apt,,Corso Italia-Davenport (92),20,5.0,3,1.0,61.0,,43.675271,-79.444703,2017-03-12 15:02:01.228877
11414866,34075107,Entire home/apt,,Annex (95),7,5.0,2,1.0,49.0,,43.671111,-79.398171,2017-03-12 15:02:01.223645
14355264,87792021,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),6,4.5,6,2.0,61.0,,43.672797,-79.44042,2017-03-12 15:01:59.664524
16061893,7510357,Entire home/apt,,Forest Hill North (102),2,0.0,4,2.0,50.0,,43.701356,-79.439796,2017-03-12 15:01:59.662288
16647065,110021813,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),0,0.0,2,1.0,46.0,,43.666435,-79.444499,2017-03-12 15:01:58.464122
17364451,117324732,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),0,0.0,4,1.0,52.0,,43.659801,-79.441726,2017-03-12 15:01:58.456342
8355095,4411715,Entire home/apt,,Wychwood (94),0,0.0,2,0.0,49.0,,43.680553,-79.429957,2017-03-12 15:01:58.450475
3513714,3687037,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),131,4.0,4,1.0,46.0,,43.667581,-79.428883,2017-03-12 15:01:56.862866
15663375,33136002,Entire home/apt,,Oakwood Village (107),2,0.0,3,0.0,52.0,,43.683067,-79.444173,2017-03-12 15:01:56.855074
13180583,12522930,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),15,5.0,2,0.0,55.0,,43.668206,-79.436333,2017-03-12 15:01:56.836423
4144753,12767398,Entire home/apt,,Humewood-Cedarvale (106),1,0.0,4,1.0,55.0,,43.687761,-79.423053,2017-03-12 15:01:55.451058
14715527,377962,Entire home/apt,,Humewood-Cedarvale (106),0,0.0,2,1.0,58.0,,43.683297,-79.424411,2017-03-12 15:01:55.432333
14375289,38366310,Entire home/apt,,Annex (95),17,4.5,2,0.0,59.0,,43.668924,-79.418193,2017-03-12 15:01:55.427018
4205524,4315269,Entire home/apt,,Oakwood Village (107),11,4.5,4,1.0,54.0,,43.683646,-79.43665,2017-03-12 15:01:55.424799
4853419,13444491,Entire home/apt,,Annex (95),15,5.0,4,1.0,61.0,,43.674469,-79.403303,2017-03-12 15:01:54.284722
5850736,30377962,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),28,5.0,2,0.0,62.0,,43.661055,-79.435056,2017-03-12 15:01:54.272584
14414777,3058259,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),9,5.0,2,1.0,55.0,,43.660068,-79.443212,2017-03-12 15:01:54.262403
14741323,91833837,Entire home/apt,,Wychwood (94),1,0.0,6,3.0,58.0,,43.68031,-79.43026,2017-03-12 15:01:51.382382
14745288,6298098,Entire home/apt,,Annex (95),13,4.0,4,1.0,54.0,,43.668196,-79.408019,2017-03-12 15:01:51.359467
1094362,4315269,Entire home/apt,,Oakwood Village (107),99,4.5,4,0.0,46.0,,43.683049,-79.435225,2017-03-12 15:01:51.349832
1162890,6369663,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),170,5.0,2,1.0,46.0,,43.671535,-79.439309,2017-03-12 15:01:50.073819
15144994,39851850,Entire home/apt,,Wychwood (94),9,4.5,3,0.0,46.0,,43.681711,-79.420369,2017-03-12 15:01:50.051779
9879872,28314869,Entire home/apt,,Oakwood Village (107),30,4.5,2,2.0,46.0,,43.690888,-79.447376,2017-03-12 15:01:48.718326
10293648,10492797,Entire home/apt,,Oakwood Village (107),37,5.0,3,1.0,53.0,,43.6817,-79.436352,2017-03-12 15:01:46.953327
17279434,18197310,Entire home/apt,,Annex (95),5,5.0,2,1.0,56.0,,43.669964,-79.40473,2017-03-12 15:01:46.932017
10982574,56980889,Entire home/apt,,Cabbagetown-South St.James Town (71),1,0.0,2,1.0,61.0,,43.666175,-79.377257,2017-03-12 15:01:45.788286
4251104,22059903,Entire home/apt,,Church-Yonge Corridor (75),20,4.5,3,0.0,61.0,,43.663748,-79.383606,2017-03-12 15:01:45.785963
11693943,41464692,Entire home/apt,,Church-Yonge Corridor (75),20,4.5,3,0.0,61.0,,43.659088,-79.379973,2017-03-12 15:01:45.783188
14711350,50690700,Entire home/apt,,Church-Yonge Corridor (75),5,4.0,4,0.0,61.0,,43.660609,-79.380576,2017-03-12 15:01:45.778531
7174588,17511468,Entire home/apt,,Church-Yonge Corridor (75),0,0.0,2,1.0,61.0,,43.669914,-79.380262,2017-03-12 15:01:45.776059
13957005,1367540,Entire home/apt,,Moss Park (73),15,3.5,4,1.0,46.0,,43.655823,-79.370937,2017-03-12 15:01:45.772950
6985037,15284263,Entire home/apt,,North Riverdale (68),0,0.0,2,0.0,61.0,,43.674261,-79.355622,2017-03-12 15:01:45.768823
10709533,39299847,Entire home/apt,,Church-Yonge Corridor (75),1,0.0,2,0.0,62.0,,43.662922,-79.378432,2017-03-12 15:01:45.766449
11412292,34950992,Entire home/apt,,Church-Yonge Corridor (75),3,4.0,2,1.0,60.0,,43.65913,-79.381916,2017-03-12 15:01:45.763924
13965892,1367540,Entire home/apt,,Moss Park (73),11,4.0,4,1.0,54.0,,43.656073,-79.372553,2017-03-12 15:01:45.761819
15842893,3910705,Entire home/apt,,Cabbagetown-South St.James Town (71),0,0.0,2,0.0,61.0,,43.66327,-79.363153,2017-03-12 15:01:45.759703
14442913,88915384,Entire home/apt,,Regent Park (72),5,4.5,2,1.0,61.0,,43.659429,-79.361706,2017-03-12 15:01:45.757302
10235633,52606356,Entire home/apt,,Bay Street Corridor (76),0,0.0,2,1.0,62.0,,43.657839,-79.38306,2017-03-12 15:01:45.754848
1533607,8178835,Entire home/apt,,Church-Yonge Corridor (75),12,5.0,2,0.0,58.0,,43.670469,-79.383783,2017-03-12 15:01:44.235841
15720764,38061775,Entire home/apt,,Church-Yonge Corridor (75),6,5.0,2,1.0,61.0,,43.661496,-79.381301,2017-03-12 15:01:44.233681
4808096,1367540,Entire home/apt,,Moss Park (73),4,4.0,4,1.0,58.0,,43.656962,-79.371131,2017-03-12 15:01:44.230044
8722749,16602271,Entire home/apt,,Regent Park (72),6,4.5,3,0.0,45.0,,43.65915,-79.365565,2017-03-12 15:01:44.227677
6303860,27084021,Entire home/apt,,Church-Yonge Corridor (75),3,4.5,3,0.0,58.0,,43.667339,-79.383739,2017-03-12 15:01:44.225090
16013029,95308305,Entire home/apt,,Bay Street Corridor (76),0,0.0,3,2.0,58.0,,43.664101,-79.384762,2017-03-12 15:01:44.222719
11624546,61572299,Entire home/apt,,Church-Yonge Corridor (75),10,4.0,2,1.0,58.0,,43.65675,-79.376331,2017-03-12 15:01:44.220383
2524068,12923455,Entire home/apt,,Church-Yonge Corridor (75),58,5.0,4,1.0,61.0,,43.665587,-79.380006,2017-03-12 15:01:44.214763
13029057,39379566,Entire home/apt,,Church-Yonge Corridor (75),2,0.0,4,0.0,54.0,,43.662491,-79.381525,2017-03-12 15:01:44.210818
13533869,55357443,Entire home/apt,,North St.James Town (74),10,4.0,3,1.0,58.0,,43.67009,-79.372303,2017-03-12 15:01:44.208125
11442108,60139433,Entire home/apt,,Church-Yonge Corridor (75),30,4.5,4,1.0,58.0,,43.668238,-79.384387,2017-03-12 15:01:44.203921
7693091,38271758,Entire home/apt,,Church-Yonge Corridor (75),0,0.0,1,1.0,46.0,,43.665259,-79.382591,2017-03-12 15:01:44.201163
4278443,22211053,Entire home/apt,,North Riverdale (68),9,4.0,5,2.0,61.0,,43.673707,-79.343474,2017-03-12 15:01:42.631664
2113585,1783164,Entire home/apt,,North St.James Town (74),12,4.0,2,1.0,49.0,,43.668516,-79.374929,2017-03-12 15:01:42.627752
15745290,12858250,Entire home/apt,,Church-Yonge Corridor (75),2,0.0,4,2.0,54.0,,43.666797,-79.383026,2017-03-12 15:01:42.618445
1348067,377846,Entire home/apt,,East End-Danforth (62),4,5.0,3,1.0,52.0,,43.682866,-79.305382,2017-03-12 15:01:41.199177
16019574,104185170,Entire home/apt,,South Riverdale (70),0,0.0,2,1.0,54.0,,43.661218,-79.339973,2017-03-12 15:01:41.193866
10707985,55332257,Entire home/apt,,South Riverdale (70),0,0.0,1,1.0,53.0,,43.657323,-79.349256,2017-03-12 15:01:41.191584
2642948,7963022,Entire home/apt,,Greenwood-Coxwell (65),36,5.0,4,1.0,46.0,,43.667956,-79.318407,2017-03-12 15:01:41.187428
1651958,6044009,Entire home/apt,,Church-Yonge Corridor (75),38,4.5,3,0.0,45.0,,43.668141,-79.379381,2017-03-12 15:01:41.181531
16443926,107205165,Entire home/apt,,Moss Park (73),1,0.0,3,1.0,61.0,,43.65956,-79.366825,2017-03-12 15:01:39.729072
5390674,16602271,Entire home/apt,,Moss Park (73),48,4.0,3,0.0,45.0,,43.660277,-79.366945,2017-03-12 15:01:38.461632
12428447,9487518,Entire home/apt,,North Riverdale (68),1,0.0,2,1.0,53.0,,43.67106,-79.3445,2017-03-12 15:01:38.437123
14366371,88119417,Entire home/apt,,Church-Yonge Corridor (75),0,0.0,4,1.0,58.0,,43.665095,-79.380662,2017-03-12 15:01:36.802321
8104443,16602271,Entire home/apt,,Regent Park (72),4,3.5,2,0.0,61.0,,43.659025,-79.365599,2017-03-12 15:01:36.771482
14944126,16598164,Entire home/apt,,Rosedale-Moore Park (98),11,4.5,4,1.0,60.0,,43.671735,-79.383206,2017-03-12 15:01:35.532400
2384854,12181404,Entire home/apt,,Playter Estates-Danforth (67),4,4.5,2,1.0,58.0,,43.682165,-79.352969,2017-03-12 15:01:34.163578
929686,2073941,Entire home/apt,,Blake-Jones (69),25,4.5,2,1.0,61.0,,43.673017,-79.341108,2017-03-12 15:01:34.150358
16071894,1338600,Entire home/apt,,North Riverdale (68),1,0.0,2,1.0,61.0,,43.673242,-79.353235,2017-03-12 15:01:34.143127
3782502,10890289,Entire home/apt,,North Riverdale (68),18,4.5,2,1.0,49.0,,43.678438,-79.346602,2017-03-12 15:01:32.921003
11225180,34592431,Entire home/apt,,Danforth East York (59),1,0.0,3,1.0,49.0,,43.685332,-79.341955,2017-03-12 15:01:32.901373
8311777,37789480,Entire home/apt,,Niagara (82),2,0.0,3,1.0,58.0,,43.642445,-79.40695,2017-03-12 15:04:47.762165
10059956,8422328,Entire home/apt,,Waterfront Communities-The Island (77),2,0.0,4,2.0,61.0,,43.642618,-79.392627,2017-03-12 15:04:46.798649
10133569,37507069,Entire home/apt,,Bay Street Corridor (76),5,5.0,2,0.0,59.0,,43.65388,-79.387353,2017-03-12 15:04:46.781551
10513735,25629394,Entire home/apt,,Waterfront Communities-The Island (77),0,0.0,3,1.0,60.0,,43.642726,-79.380091,2017-03-12 15:04:45.589864
13135249,54613663,Entire home/apt,,Waterfront Communities-The Island (77),3,4.5,4,1.0,58.0,,43.63696,-79.397911,2017-03-12 15:04:43.545181
16104617,8900449,Entire home/apt,,Waterfront Communities-The Island (77),1,0.0,1,0.0,61.0,,43.646147,-79.391959,2017-03-12 15:04:43.515412
9877141,42060037,Entire home/apt,,Kensington-Chinatown (78),10,4.5,4,1.0,53.0,,43.653076,-79.3896,2017-03-12 15:04:40.574832
15966226,103698287,Entire home/apt,,Bay Street Corridor (76),6,5.0,4,1.0,62.0,,43.651372,-79.381743,2017-03-12 15:04:40.566829
16049759,334012,Entire home/apt,,Little Portugal (84),1,0.0,2,1.0,56.0,,43.641999,-79.42394,2017-03-12 15:04:30.627952
8888225,16453587,Entire home/apt,,Little Portugal (84),1,0.0,2,2.0,45.0,,43.642666,-79.423788,2017-03-12 15:04:29.199261
11210371,58386524,Entire home/apt,,Waterfront Communities-The Island (77),0,0.0,2,0.0,58.0,,43.645469,-79.398331,2017-03-12 15:04:29.190827
17206596,13066292,Entire home/apt,,Little Portugal (84),0,0.0,4,2.0,61.0,,43.649394,-79.431913,2017-03-12 15:04:29.176834
15530358,7702480,Entire home/apt,,Waterfront Communities-The Island (77),0,0.0,3,1.0,44.0,,43.645619,-79.39035,2017-03-12 15:04:27.934360
13512653,3461761,Entire home/apt,,Waterfront Communities-The Island (77),19,5.0,2,0.0,52.0,,43.645834,-79.399078,2017-03-12 15:04:27.928465
11889098,3788738,Entire home/apt,,South Parkdale (85),16,5.0,2,1.0,49.0,,43.638072,-79.430631,2017-03-12 15:04:27.132822
9630080,29694706,Entire home/apt,,Waterfront Communities-The Island (77),0,0.0,2,1.0,61.0,,43.63982,-79.395468,2017-03-12 15:04:27.122624
6835863,4365924,Entire home/apt,,Little Portugal (84),17,5.0,2,1.0,61.0,,43.641123,-79.424298,2017-03-12 15:04:27.116862
8637244,6505353,Entire home/apt,,Niagara (82),0,0.0,2,1.0,49.0,,43.64099,-79.404298,2017-03-12 15:04:27.107977
9999278,39085258,Entire home/apt,,Niagara (82),0,0.0,2,1.0,61.0,,43.643301,-79.404006,2017-03-12 15:04:25.721934
1290415,6964666,Entire home/apt,,Roncesvalles (86),0,0.0,2,1.0,46.0,,43.643139,-79.432363,2017-03-12 15:04:25.712263
9645438,4241550,Entire home/apt,,South Parkdale (85),1,0.0,2,0.0,42.0,,43.638837,-79.439477,2017-03-12 15:04:25.708716
12307356,66365163,Entire home/apt,,Waterfront Communities-The Island (77),2,0.0,4,1.0,61.0,,43.638074,-79.399421,2017-03-12 15:04:25.697100
16796441,11669247,Entire home/apt,,Waterfront Communities-The Island (77),0,0.0,2,1.0,58.0,,43.637446,-79.396601,2017-03-12 15:04:25.694852
2653324,8797360,Entire home/apt,,Niagara (82),16,4.5,4,1.0,61.0,,43.641039,-79.414469,2017-03-12 15:04:25.691122
17155700,115373624,Entire home/apt,,Little Portugal (84),2,0.0,4,1.0,61.0,,43.642881,-79.423223,2017-03-12 15:04:25.688284
8582033,11932780,Entire home/apt,,South Parkdale (85),1,0.0,4,1.0,54.0,,43.637848,-79.430277,2017-03-12 15:04:24.345071
11635646,44079488,Entire home/apt,,Waterfront Communities-The Island (77),6,5.0,2,1.0,56.0,,43.641562,-79.395557,2017-03-12 15:04:24.330473
11937159,9777571,Entire home/apt,,South Parkdale (85),5,4.5,2,0.0,61.0,,43.636711,-79.427992,2017-03-12 15:04:23.040208
13435785,20564409,Entire home/apt,,South Parkdale (85),19,4.5,2,0.0,49.0,,43.635796,-79.427244,2017-03-12 15:04:23.029061
15931038,36383587,Entire home/apt,,Roncesvalles (86),2,0.0,2,1.0,58.0,,43.641942,-79.440242,2017-03-12 15:04:23.025113
3423261,15064659,Entire home/apt,,Niagara (82),13,4.0,2,1.0,53.0,,43.64134,-79.413251,2017-03-12 15:04:21.670013
15025903,94863924,Entire home/apt,,South Parkdale (85),9,4.5,3,1.0,58.0,,43.63523,-79.434411,2017-03-12 15:04:20.465025
16352926,65464580,Entire home/apt,,Niagara (82),8,4.5,2,0.0,62.0,,43.63795,-79.401195,2017-03-12 15:04:20.436926
3712557,2670362,Entire home/apt,,Waterfront Communities-The Island (77),106,4.5,4,1.0,46.0,,43.643518,-79.398398,2017-03-12 15:04:19.328027
3594801,8236457,Entire home/apt,,Little Portugal (84),172,4.5,2,0.0,54.0,,43.646351,-79.435353,2017-03-12 15:04:19.311104
