room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
13674220,79559123,Entire home/apt,,Waterfront Communities-The Island (77),3,5.0,2,1.0,134.0,,43.64671,-79.392075,2017-03-12 17:53:28.564515
2594598,13284043,Entire home/apt,,Waterfront Communities-The Island (77),127,4.5,4,2.0,130.0,,43.638145,-79.389796,2017-03-12 17:53:28.559912
15887025,102901292,Entire home/apt,,Lansing-Westgate (38),2,0.0,3,1.0,126.0,,43.759927,-79.410963,2017-03-12 17:53:28.554964
14533481,46540398,Entire home/apt,,Waterfront Communities-The Island (77),27,5.0,4,1.0,137.0,,43.643535,-79.382937,2017-03-12 17:53:26.763529
5822821,534666,Entire home/apt,,Waterfront Communities-The Island (77),84,4.5,3,1.0,138.0,,43.642032,-79.381825,2017-03-12 17:53:26.760655
17435225,117964517,Entire home/apt,,Waterfront Communities-The Island (77),2,0.0,4,1.0,136.0,,43.638776,-79.385492,2017-03-12 17:53:26.756222
14484099,52249699,Entire home/apt,,Niagara (82),18,5.0,6,1.0,126.0,,43.645027,-79.413192,2017-03-12 17:53:26.753879
15325006,97413190,Entire home/apt,,Annex (95),6,5.0,2,1.0,137.0,,43.672462,-79.388334,2017-03-12 17:53:26.751379
4692459,22407775,Entire home/apt,,Niagara (82),22,5.0,3,1.0,130.0,,43.636921,-79.401914,2017-03-12 17:53:26.746773
5500597,400517,Entire home/apt,,Church-Yonge Corridor (75),25,5.0,2,1.0,126.0,,43.652755,-79.376892,2017-03-12 17:53:26.743753
15356300,4276841,Entire home/apt,,Bayview Village (52),9,4.5,10,2.0,138.0,,43.767023,-79.370717,2017-03-12 17:53:26.741203
14065935,24235743,Entire home/apt,,Little Portugal (84),20,5.0,4,1.0,137.0,,43.642949,-79.42383,2017-03-12 17:53:26.738091
14859493,15834378,Entire home/apt,,Yonge-Eglinton (100),5,4.5,6,2.0,129.0,,43.701215,-79.407854,2017-03-12 17:53:26.735663
15647750,86384127,Entire home/apt,,Moss Park (73),12,4.5,10,3.0,138.0,,43.657001,-79.370103,2017-03-12 17:53:26.733306
14916406,30965917,Entire home/apt,,Waterfront Communities-The Island (77),19,5.0,4,2.0,134.0,,43.639605,-79.39567,2017-03-12 17:53:26.729129
13925019,44702510,Entire home/apt,,Waterfront Communities-The Island (77),1,0.0,2,1.0,134.0,,43.642257,-79.380668,2017-03-12 17:53:22.313834
5755164,29855613,Entire home/apt,,Dufferin Grove (83),8,5.0,6,4.0,134.0,,43.6565,-79.441686,2017-03-12 17:53:22.310876
13657964,828563,Entire home/apt,,Waterfront Communities-The Island (77),91,5.0,2,1.0,129.0,,43.641696,-79.381887,2017-03-12 17:53:22.308859
12793198,66366678,Entire home/apt,,Rosedale-Moore Park (98),43,5.0,6,3.0,138.0,,43.672887,-79.376502,2017-03-12 17:53:22.306523
6541318,434405,Entire home/apt,,Waterfront Communities-The Island (77),14,5.0,2,1.0,130.0,,43.646343,-79.393756,2017-03-12 17:53:22.303913
6074089,129646,Entire home/apt,,Waterfront Communities-The Island (77),4,5.0,2,1.0,129.0,,43.642824,-79.38355,2017-03-12 17:53:22.299809
14150082,934821,Entire home/apt,,Waterfront Communities-The Island (77),15,5.0,3,1.0,141.0,,43.647884,-79.37279,2017-03-12 17:53:22.297577
13445857,21245388,Entire home/apt,,Waterfront Communities-The Island (77),30,5.0,4,1.0,137.0,,43.645048,-79.392656,2017-03-12 17:53:22.292911
9281353,3947933,Entire home/apt,,Waterfront Communities-The Island (77),21,5.0,2,1.0,141.0,,43.639822,-79.380855,2017-03-12 17:53:22.286824
16468698,108067174,Entire home/apt,,Annex (95),1,0.0,3,2.0,134.0,,43.670085,-79.393635,2017-03-12 17:53:22.284445
12524021,25276389,Entire home/apt,,Waterfront Communities-The Island (77),56,5.0,4,1.0,137.0,,43.643189,-79.391445,2017-03-12 17:53:22.281299
13111411,50396723,Entire home/apt,,Waterfront Communities-The Island (77),19,5.0,3,1.0,138.0,,43.642658,-79.381058,2017-03-12 17:53:22.277021
9664134,2317182,Entire home/apt,,Trinity-Bellwoods (81),15,5.0,2,1.0,133.0,,43.649113,-79.411745,2017-03-12 17:53:22.274641
4751276,24519005,Entire home/apt,,Waterfront Communities-The Island (77),23,5.0,3,1.0,134.0,,43.644748,-79.389332,2017-03-12 17:53:22.271390
15770518,25276389,Entire home/apt,,Waterfront Communities-The Island (77),10,5.0,4,1.0,137.0,,43.643641,-79.389148,2017-03-12 17:53:20.653712
14860996,11126773,Entire home/apt,,Niagara (82),17,5.0,4,2.0,134.0,,43.637681,-79.403854,2017-03-12 17:53:20.651726
12291533,6960460,Entire home/apt,,Waterfront Communities-The Island (77),1,0.0,2,1.0,138.0,,43.646555,-79.391136,2017-03-12 17:53:20.649097
13840431,69267810,Entire home/apt,,Annex (95),38,4.5,5,2.0,138.0,,43.671274,-79.39512,2017-03-12 17:53:20.644706
16481740,13617365,Entire home/apt,,Waterfront Communities-The Island (77),1,0.0,5,2.0,136.0,,43.643009,-79.400498,2017-03-12 17:53:20.642485
14680666,923780,Entire home/apt,,Waterfront Communities-The Island (77),5,5.0,4,2.0,141.0,,43.640007,-79.389836,2017-03-12 17:53:20.639921
10921581,2764534,Entire home/apt,,Bay Street Corridor (76),16,4.5,2,1.0,138.0,,43.667884,-79.388586,2017-03-12 17:57:16.539732
4029348,20889872,Entire home/apt,,Waterfront Communities-The Island (77),28,5.0,2,0.0,138.0,,43.641016,-79.400928,2017-03-12 17:57:15.047469
10815551,17834182,Entire home/apt,,Waterfront Communities-The Island (77),18,4.5,7,2.0,129.0,,43.643347,-79.390932,2017-03-12 17:57:15.043491
753590,1919294,Entire home/apt,,Waterfront Communities-The Island (77),14,4.5,4,1.0,144.0,,43.643078,-79.392778,2017-03-12 17:57:13.647507
5298470,1919294,Entire home/apt,,Waterfront Communities-The Island (77),6,5.0,4,2.0,144.0,,43.648212,-79.392734,2017-03-12 17:57:13.634224
13942126,82938443,Entire home/apt,,Niagara (82),7,4.5,5,2.0,129.0,,43.636555,-79.404772,2017-03-12 17:57:12.219307
5133776,26539545,Entire home/apt,,University (79),34,5.0,5,2.0,138.0,,43.664523,-79.402081,2017-03-12 17:57:12.214782
6685564,3557791,Entire home/apt,,Niagara (82),0,0.0,2,1.0,141.0,,43.636376,-79.40029,2017-03-12 17:57:12.203481
4531081,11098648,Entire home/apt,,Waterfront Communities-The Island (77),139,4.5,6,2.0,144.0,,43.641357,-79.39501,2017-03-12 17:57:12.197374
892352,4448135,Entire home/apt,,Kensington-Chinatown (78),96,5.0,6,1.0,130.0,,43.650433,-79.396926,2017-03-12 17:57:09.670595
1019166,1919294,Entire home/apt,,Waterfront Communities-The Island (77),7,4.5,4,2.0,144.0,,43.641997,-79.396231,2017-03-12 17:57:09.665697
15274237,86640202,Entire home/apt,,Waterfront Communities-The Island (77),2,0.0,2,0.0,138.0,,43.644432,-79.40092,2017-03-12 17:57:09.651102
17323608,15912223,Entire home/apt,,Waterfront Communities-The Island (77),0,0.0,4,1.0,134.0,,43.641861,-79.392765,2017-03-12 17:57:06.527507
728296,1919294,Entire home/apt,,Niagara (82),8,4.5,3,1.0,129.0,,43.637522,-79.413816,2017-03-12 17:56:49.744028
12541259,11494404,Entire home/apt,,Niagara (82),22,5.0,4,2.0,131.0,,43.63628,-79.404452,2017-03-12 17:56:48.568685
2943404,11709153,Entire home/apt,,Niagara (82),10,5.0,6,2.0,126.0,,43.640619,-79.41702,2017-03-12 17:56:48.556227
4890367,25161444,Entire home/apt,,Roncesvalles (86),11,5.0,7,4.0,129.0,,43.640123,-79.442546,2017-03-12 17:56:48.548174
14232228,51509516,Entire home/apt,,Kensington-Chinatown (78),5,4.5,5,2.0,134.0,,43.649406,-79.40245,2017-03-12 17:56:46.872899
2593164,7155827,Entire home/apt,,Niagara (82),5,5.0,2,1.0,138.0,,43.645037,-79.411765,2017-03-12 17:56:46.866582
5180478,26793942,Entire home/apt,,Trinity-Bellwoods (81),12,4.5,4,1.0,134.0,,43.646201,-79.41293,2017-03-12 17:56:46.858514
15625435,99694121,Entire home/apt,,Waterfront Communities-The Island (77),5,5.0,8,2.0,144.0,,43.642302,-79.390533,2017-03-12 17:56:45.449713
17398827,117615075,Entire home/apt,,Roncesvalles (86),0,0.0,5,3.0,138.0,,43.645479,-79.442292,2017-03-12 17:56:45.438120
3858874,8942185,Entire home/apt,,Niagara (82),27,4.5,6,2.0,141.0,,43.640794,-79.404843,2017-03-12 17:56:44.253628
15140820,33498885,Entire home/apt,,Niagara (82),4,4.0,3,1.0,134.0,,43.640726,-79.41714,2017-03-12 17:56:44.248022
3683593,2062677,Entire home/apt,,Bay Street Corridor (76),4,4.5,2,1.0,144.0,,43.645715,-79.382927,2017-03-12 17:56:42.826612
7176995,3248081,Entire home/apt,,South Parkdale (85),1,0.0,4,2.0,136.0,,43.639657,-79.430584,2017-03-12 17:56:41.555567
7225869,23182978,Entire home/apt,,Niagara (82),2,0.0,2,1.0,141.0,,43.641035,-79.418776,2017-03-12 17:56:36.027638
13101656,72796925,Entire home/apt,,North St.James Town (74),0,0.0,2,0.0,144.0,,43.670827,-79.380249,2017-03-12 17:56:23.619066
14218238,7135549,Entire home/apt,,Waterfront Communities-The Island (77),0,0.0,6,2.0,144.0,,43.641725,-79.382088,2017-03-12 17:56:23.611771
11427629,43191204,Entire home/apt,,Waterfront Communities-The Island (77),6,4.5,2,1.0,144.0,,43.641107,-79.372462,2017-03-12 17:56:23.606563
9479221,49133533,Entire home/apt,,Church-Yonge Corridor (75),1,0.0,2,0.0,143.0,,43.6538,-79.373499,2017-03-12 17:56:23.602766
5003807,25803289,Entire home/apt,,Waterfront Communities-The Island (77),1,0.0,2,1.0,129.0,,43.642085,-79.371821,2017-03-12 17:56:22.047346
8072437,3822238,Entire home/apt,,Waterfront Communities-The Island (77),12,3.5,7,2.0,138.0,,43.643486,-79.375981,2017-03-12 17:56:22.039489
17264203,6739062,Entire home/apt,,Church-Yonge Corridor (75),0,0.0,3,1.0,134.0,,43.652708,-79.378041,2017-03-12 17:56:22.033967
3269556,16532893,Entire home/apt,,Waterfront Communities-The Island (77),15,5.0,4,1.0,144.0,,43.646714,-79.375156,2017-03-12 17:56:22.029512
13134698,56312972,Entire home/apt,,Waterfront Communities-The Island (77),3,4.5,4,1.0,144.0,,43.624533,-79.379897,2017-03-12 17:56:20.743565
8184307,8181379,Entire home/apt,,Dufferin Grove (83),0,0.0,5,3.0,141.0,,43.656106,-79.445465,2017-03-12 17:56:13.409447
6808625,35641884,Entire home/apt,,Oakwood Village (107),2,0.0,6,2.0,126.0,,43.67981,-79.441994,2017-03-12 17:56:13.402262
4323223,22444934,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),0,0.0,4,3.0,144.0,,43.664846,-79.431386,2017-03-12 17:56:13.397415
3391850,506958,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),0,0.0,2,0.0,134.0,,43.658443,-79.446195,2017-03-12 17:56:11.908131
12092049,64818471,Entire home/apt,,Oakwood Village (107),0,0.0,5,3.0,134.0,,43.684164,-79.437757,2017-03-12 17:56:11.890034
14321434,58455846,Entire home/apt,,Oakwood Village (107),0,0.0,6,2.0,138.0,,43.68589,-79.439206,2017-03-12 17:56:11.880041
830963,3894776,Entire home/apt,,Palmerston-Little Italy (80),20,4.5,4,2.0,126.0,,43.658687,-79.425612,2017-03-12 17:56:10.489582
14341128,200760,Entire home/apt,,Corso Italia-Davenport (92),9,4.0,4,2.0,137.0,,43.67848,-79.437888,2017-03-12 17:56:10.485621
2261852,11548858,Entire home/apt,,Annex (95),4,4.5,4,1.0,130.0,,43.672752,-79.406825,2017-03-12 17:56:10.476874
1974848,6657591,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),8,5.0,5,3.0,144.0,,43.669499,-79.430533,2017-03-12 17:56:10.470464
12379483,3251808,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),6,4.5,2,1.0,134.0,,43.665362,-79.446006,2017-03-12 17:56:08.768445
7143278,6082358,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),1,0.0,5,3.0,130.0,,43.669112,-79.427374,2017-03-12 17:56:08.763378
7938262,35706319,Entire home/apt,,Church-Yonge Corridor (75),24,4.5,2,0.0,144.0,,43.664046,-79.3808,2017-03-12 17:56:03.815173
9559386,6739062,Entire home/apt,,Church-Yonge Corridor (75),3,5.0,3,1.0,138.0,,43.669889,-79.384214,2017-03-12 17:56:03.803908
12986191,13074648,Entire home/apt,,South Riverdale (70),2,0.0,6,3.0,126.0,,43.666794,-79.346219,2017-03-12 17:56:02.843670
3351289,11390175,Entire home/apt,,South Riverdale (70),1,0.0,4,2.0,134.0,,43.663979,-79.354449,2017-03-12 17:56:02.837028
3369760,17001223,Entire home/apt,,Broadview North (57),13,5.0,6,4.0,141.0,,43.683628,-79.348105,2017-03-12 17:56:02.043293
13752592,2451557,Entire home/apt,,Kensington-Chinatown (78),0,0.0,2,1.0,144.0,,43.65492,-79.398712,2017-03-12 17:55:59.344438
14127977,8177248,Entire home/apt,,Dovercourt-Wallace Emerson-Junction (93),2,0.0,6,4.0,134.0,,43.663691,-79.432147,2017-03-12 17:55:59.339735
17601809,114344363,Entire home/apt,,Trinity-Bellwoods (81),0,0.0,4,2.0,129.0,,43.652997,-79.415784,2017-03-12 17:55:56.279006
8652773,39544470,Entire home/apt,,Little Portugal (84),2,0.0,4,2.0,126.0,,43.643215,-79.422925,2017-03-12 17:55:54.819708
4616098,2372619,Entire home/apt,,Waterfront Communities-The Island (77),24,4.5,4,1.0,126.0,,43.642964,-79.390128,2017-03-12 17:55:54.808473
6843406,34092005,Entire home/apt,,Trinity-Bellwoods (81),15,5.0,4,2.0,141.0,,43.646709,-79.407403,2017-03-12 17:55:54.797241
2574620,13183998,Entire home/apt,,Waterfront Communities-The Island (77),8,5.0,4,1.0,141.0,,43.645258,-79.393299,2017-03-12 17:55:53.691054
7281337,12871231,Entire home/apt,,Trinity-Bellwoods (81),110,4.5,9,4.0,144.0,,43.649133,-79.409807,2017-03-12 17:55:49.807548
16996346,52432167,Entire home/apt,,Little Portugal (84),1,0.0,2,1.0,129.0,,43.643402,-79.425851,2017-03-12 17:55:48.820284
511141,2518222,Entire home/apt,,Little Portugal (84),27,5.0,6,2.0,138.0,,43.648872,-79.432019,2017-03-12 17:55:43.787101
9403760,48766118,Entire home/apt,,Little Portugal (84),44,5.0,4,2.0,134.0,,43.643136,-79.423292,2017-03-12 17:55:41.294920
13900136,82283451,Entire home/apt,,South Parkdale (85),5,4.5,3,1.0,134.0,,43.64001,-79.422815,2017-03-12 17:55:38.217189
11022132,57195059,Entire home/apt,,Forest Hill North (102),0,0.0,4,1.0,134.0,,43.707476,-79.425571,2017-03-12 17:55:32.392058
8868915,20624389,Entire home/apt,,Lansing-Westgate (38),0,0.0,6,2.0,130.0,,43.759236,-79.410875,2017-03-12 17:55:32.387520
15067718,8760552,Entire home/apt,,South Parkdale (85),0,0.0,4,2.0,134.0,,43.640143,-79.422496,2017-03-12 17:55:28.060946
6844443,3675918,Entire home/apt,,Waterfront Communities-The Island (77),10,4.5,2,1.0,143.0,,43.643936,-79.390649,2017-03-12 17:55:28.052115
12568745,6699405,Entire home/apt,,South Riverdale (70),0,0.0,8,4.0,141.0,,43.665097,-79.3463,2017-03-12 17:55:28.049334
1578070,5559775,Entire home/apt,,Waterfront Communities-The Island (77),12,4.5,4,2.0,131.0,,43.646159,-79.392033,2017-03-12 17:55:26.727332
13730870,82791,Entire home/apt,,Little Portugal (84),28,4.5,4,2.0,129.0,,43.64323,-79.423789,2017-03-12 17:55:26.723122
16255015,1919294,Entire home/apt,,Bay Street Corridor (76),0,0.0,2,2.0,129.0,,43.650677,-79.384205,2017-03-12 17:55:26.694811
15706080,8850734,Entire home/apt,,South Riverdale (70),0,0.0,3,2.0,144.0,,43.660987,-79.342,2017-03-12 17:55:25.478340
15172877,35345435,Entire home/apt,,Waterfront Communities-The Island (77),1,0.0,2,1.0,138.0,,43.639728,-79.397896,2017-03-12 17:55:25.471972
10880528,47702059,Entire home/apt,,Waterfront Communities-The Island (77),34,4.5,5,1.0,144.0,,43.642813,-79.380976,2017-03-12 17:55:25.467548
8577645,1919294,Entire home/apt,,Waterfront Communities-The Island (77),1,0.0,4,2.0,137.0,,43.642642,-79.382498,2017-03-12 17:55:24.466427
10388083,5579235,Entire home/apt,,Niagara (82),0,0.0,2,1.0,134.0,,43.637863,-79.418111,2017-03-12 17:55:24.464094
5860980,27746870,Entire home/apt,,Bay Street Corridor (76),6,3.5,4,2.0,129.0,,43.649685,-79.386446,2017-03-12 17:55:24.459182
6373686,5135302,Entire home/apt,,Trinity-Bellwoods (81),1,0.0,2,1.0,130.0,,43.645967,-79.412274,2017-03-12 17:55:13.002909
12997276,1919294,Entire home/apt,,Church-Yonge Corridor (75),4,4.5,2,1.0,129.0,,43.655353,-79.37668,2017-03-12 17:55:12.984891
14826292,31085227,Entire home/apt,,Niagara (82),6,5.0,4,2.0,134.0,,43.636261,-79.404336,2017-03-12 17:55:12.982315
5805793,4481135,Entire home/apt,,Trinity-Bellwoods (81),17,5.0,2,1.0,134.0,,43.646405,-79.416759,2017-03-12 17:55:11.638307
15130734,17764286,Entire home/apt,,Little Portugal (84),0,0.0,4,2.0,137.0,,43.641237,-79.423127,2017-03-12 17:55:11.623863
7003701,1886218,Entire home/apt,,Trinity-Bellwoods (81),29,4.5,2,1.0,129.0,,43.647237,-79.406609,2017-03-12 17:55:11.621123
16443418,1919294,Entire home/apt,,Waterfront Communities-The Island (77),0,0.0,4,2.0,137.0,,43.639623,-79.39285,2017-03-12 17:55:10.186141
14806276,92513427,Entire home/apt,,Trinity-Bellwoods (81),5,5.0,2,1.0,138.0,,43.647993,-79.410007,2017-03-12 17:55:10.183908
15426410,31759365,Entire home/apt,,Waterfront Communities-The Island (77),0,0.0,2,1.0,138.0,,43.645281,-79.398789,2017-03-12 17:55:10.181493
7044846,20797595,Entire home/apt,,Waterfront Communities-The Island (77),12,4.5,4,2.0,134.0,,43.6408,-79.383871,2017-03-12 17:55:10.166390
14223541,82791,Entire home/apt,,South Parkdale (85),23,4.5,4,2.0,129.0,,43.640823,-79.424177,2017-03-12 17:55:08.886287
4901641,4010478,Entire home/apt,,Niagara (82),10,4.5,2,2.0,134.0,,43.64443,-79.413187,2017-03-12 17:55:08.876767
16073759,103843653,Entire home/apt,,Trinity-Bellwoods (81),1,0.0,8,3.0,137.0,,43.646058,-79.417681,2017-03-12 17:55:08.872468
17312170,165899,Entire home/apt,,Niagara (82),0,0.0,5,1.0,129.0,,43.637806,-79.40707,2017-03-12 17:55:08.863758
15148200,8976677,Entire home/apt,,Niagara (82),1,0.0,3,1.0,141.0,,43.643537,-79.415189,2017-03-12 17:55:08.860957
10597319,54681810,Entire home/apt,,Trinity-Bellwoods (81),26,5.0,6,2.0,144.0,,43.644993,-79.418272,2017-03-12 17:55:07.600790
14386539,12860809,Entire home/apt,,Waterfront Communities-The Island (77),3,4.5,2,1.0,129.0,,43.643337,-79.380359,2017-03-12 17:55:07.572356
13435146,3825163,Entire home/apt,,Trinity-Bellwoods (81),4,5.0,4,2.0,138.0,,43.651868,-79.41618,2017-03-12 17:55:06.083989
13529751,77768724,Entire home/apt,,Waterfront Communities-The Island (77),26,5.0,4,2.0,134.0,,43.642043,-79.381372,2017-03-12 17:55:06.075146
17601135,62398808,Entire home/apt,,Trinity-Bellwoods (81),0,0.0,4,2.0,136.0,,43.654373,-79.408239,2017-03-12 17:55:06.060096
7411257,1919294,Entire home/apt,,Church-Yonge Corridor (75),6,4.5,3,2.0,137.0,,43.668103,-79.385163,2017-03-12 17:55:05.108030
16352894,6079484,Entire home/apt,,Waterfront Communities-The Island (77),0,0.0,4,2.0,138.0,,43.641633,-79.382015,2017-03-12 17:55:05.100739
14153442,12860809,Entire home/apt,,Waterfront Communities-The Island (77),15,5.0,3,1.0,126.0,,43.640844,-79.382495,2017-03-12 17:55:05.088221
5769297,5854692,Entire home/apt,,Church-Yonge Corridor (75),66,5.0,8,2.0,126.0,,43.65481,-79.380221,2017-03-12 17:55:02.934114
16300671,33998949,Entire home/apt,,Bay Street Corridor (76),0,0.0,3,2.0,138.0,,43.650949,-79.380227,2017-03-12 17:55:00.585358
5559784,4916259,Entire home/apt,,Cabbagetown-South St.James Town (71),19,5.0,4,2.0,144.0,,43.665249,-79.370634,2017-03-12 17:54:59.568665
13992933,57879991,Entire home/apt,,South Riverdale (70),47,4.5,4,1.0,125.0,,43.667294,-79.337852,2017-03-12 17:54:45.122781
908807,4871479,Entire home/apt,,Playter Estates-Danforth (67),36,4.5,3,1.0,134.0,,43.677732,-79.361266,2017-03-12 17:54:43.129390
12682834,33277581,Entire home/apt,,Bay Street Corridor (76),11,5.0,4,1.0,141.0,,43.660914,-79.385836,2017-03-12 17:54:43.127312
270330,1415439,Entire home/apt,,Waterfront Communities-The Island (77),72,5.0,4,1.0,129.0,,43.642481,-79.375024,2017-03-12 17:54:43.124192
16707478,110697163,Entire home/apt,,Waterfront Communities-The Island (77),0,0.0,2,1.0,138.0,,43.639367,-79.397471,2017-03-12 17:54:43.112582
15713961,3817189,Entire home/apt,,Moss Park (73),1,0.0,8,2.0,126.0,,43.65579,-79.37253,2017-03-12 17:54:43.106998
11279714,12077066,Entire home/apt,,South Riverdale (70),7,4.5,2,1.0,144.0,,43.658456,-79.34942,2017-03-12 17:54:43.098766
9959199,11766501,Entire home/apt,,Waterfront Communities-The Island (77),0,0.0,7,2.0,129.0,,43.640845,-79.389294,2017-03-12 17:54:43.093582
14568261,10018289,Entire home/apt,,South Riverdale (70),0,0.0,5,2.0,134.0,,43.664047,-79.34117,2017-03-12 17:54:30.339596
13856460,63921543,Entire home/apt,,Waterfront Communities-The Island (77),7,4.5,6,2.0,137.0,,43.646109,-79.397254,2017-03-12 17:54:30.329756
11979841,4899872,Entire home/apt,,Waterfront Communities-The Island (77),2,0.0,2,0.0,138.0,,43.647224,-79.397307,2017-03-12 17:54:30.326892
16315597,1919294,Entire home/apt,,Bay Street Corridor (76),1,0.0,4,2.0,138.0,,43.649022,-79.383031,2017-03-12 17:54:30.317419
5903095,16340124,Entire home/apt,,Niagara (82),1,0.0,1,1.0,144.0,,43.636301,-79.40006,2017-03-12 17:54:30.309381
5761422,6851194,Entire home/apt,,Danforth East York (59),7,4.5,6,3.0,134.0,,43.687689,-79.336754,2017-03-12 17:54:30.305918
1695679,6472752,Entire home/apt,,Church-Yonge Corridor (75),6,5.0,4,1.0,140.0,,43.660323,-79.381475,2017-03-12 17:54:28.872406
5310461,113345,Entire home/apt,,Waterfront Communities-The Island (77),4,4.5,4,1.0,129.0,,43.648197,-79.388275,2017-03-12 17:54:28.870168
1236305,6739062,Entire home/apt,,Rosedale-Moore Park (98),3,4.5,2,1.0,130.0,,43.671496,-79.385173,2017-03-12 17:54:28.865625
776346,1919294,Entire home/apt,,Waterfront Communities-The Island (77),8,4.5,3,1.0,129.0,,43.642721,-79.391107,2017-03-12 17:54:28.863306
10823737,4077041,Entire home/apt,,Waterfront Communities-The Island (77),5,4.5,3,2.0,134.0,,43.642338,-79.383316,2017-03-12 17:54:28.859590
13114971,1919294,Entire home/apt,,Waterfront Communities-The Island (77),0,0.0,2,1.0,129.0,,43.638312,-79.397549,2017-03-12 17:54:28.856653
14153216,85509427,Entire home/apt,,Kensington-Chinatown (78),35,5.0,7,2.0,129.0,,43.64996,-79.402845,2017-03-12 17:54:28.853213
1231069,5238206,Entire home/apt,,Waterfront Communities-The Island (77),9,5.0,3,1.0,129.0,,43.640905,-79.382532,2017-03-12 17:54:28.850888
16939805,25868940,Entire home/apt,,South Riverdale (70),0,0.0,2,2.0,143.0,,43.661016,-79.351216,2017-03-12 17:54:28.848419
14220195,2100122,Entire home/apt,,Moss Park (73),1,0.0,2,1.0,130.0,,43.653848,-79.367463,2017-03-12 17:54:28.846027
5814564,30170184,Entire home/apt,,Waterfront Communities-The Island (77),0,0.0,2,1.0,129.0,,43.639014,-79.390336,2017-03-12 17:54:28.843063
4029711,4427850,Entire home/apt,,Bay Street Corridor (76),3,5.0,4,2.0,134.0,,43.652685,-79.383824,2017-03-12 17:54:28.840304
14252116,34075107,Entire home/apt,,Annex (95),5,4.5,5,3.0,138.0,,43.671515,-79.398222,2017-03-12 17:54:28.836384
10284340,1919294,Entire home/apt,,Waterfront Communities-The Island (77),1,0.0,2,1.0,129.0,,43.639525,-79.397955,2017-03-12 17:54:28.831605
16065702,5567340,Entire home/apt,,Waterfront Communities-The Island (77),2,0.0,4,1.0,126.0,,43.644369,-79.401929,2017-03-12 17:54:28.828838
1186655,6488491,Entire home/apt,,South Riverdale (70),15,4.5,5,2.0,138.0,,43.66434,-79.340927,2017-03-12 17:54:27.274260
12890301,69402689,Entire home/apt,,South Riverdale (70),2,0.0,2,0.0,134.0,,43.663527,-79.340737,2017-03-12 17:54:27.272194
104096,349172,Entire home/apt,,South Riverdale (70),15,5.0,6,2.0,134.0,,43.665266,-79.329344,2017-03-12 17:54:27.266186
5537555,28704942,Entire home/apt,,Birchcliffe-Cliffside (122),16,4.5,6,2.0,138.0,,43.687988,-79.284517,2017-03-12 17:54:27.262432
3420417,14721542,Entire home/apt,,Birchcliffe-Cliffside (122),3,4.5,4,2.0,134.0,,43.682908,-79.284308,2017-03-12 17:54:27.258577
9055545,37331907,Entire home/apt,,Waterfront Communities-The Island (77),59,5.0,7,2.0,144.0,,43.644186,-79.390618,2017-03-12 17:54:27.254893
16443350,1919294,Entire home/apt,,Waterfront Communities-The Island (77),1,0.0,2,1.0,129.0,,43.640437,-79.392918,2017-03-12 17:54:27.251123
17224524,55357443,Entire home/apt,,Waterfront Communities-The Island (77),1,0.0,4,1.0,144.0,,43.641891,-79.381716,2017-03-12 17:54:27.248888
14854566,8351706,Entire home/apt,,Waterfront Communities-The Island (77),0,0.0,2,1.0,135.0,,43.641042,-79.396416,2017-03-12 17:54:25.706824
14380750,80603071,Entire home/apt,,Cabbagetown-South St.James Town (71),7,4.5,8,4.0,142.0,,43.666285,-79.370637,2017-03-12 17:54:25.703910
14039955,1039434,Entire home/apt,,Kensington-Chinatown (78),1,0.0,2,1.0,137.0,,43.655031,-79.400671,2017-03-12 17:54:25.701655
8812875,9859739,Entire home/apt,,Waterfront Communities-The Island (77),1,0.0,5,2.0,141.0,,43.644309,-79.401117,2017-03-12 17:54:25.697758
12980897,49288354,Entire home/apt,,Waterfront Communities-The Island (77),8,4.5,2,1.0,129.0,,43.643438,-79.381667,2017-03-12 17:54:25.689134
14993631,2510743,Entire home/apt,,Waterfront Communities-The Island (77),5,5.0,3,1.0,126.0,,43.644722,-79.402499,2017-03-12 17:54:25.682692
14504656,89325823,Entire home/apt,,Waterfront Communities-The Island (77),3,4.5,3,1.0,130.0,,43.64713,-79.390339,2017-03-12 17:54:25.677166
578364,1798495,Entire home/apt,,Bay Street Corridor (76),13,4.5,4,1.0,138.0,,43.66298,-79.386838,2017-03-12 17:54:24.677688
14274131,8181610,Entire home/apt,,Bay Street Corridor (76),2,0.0,2,1.0,134.0,,43.661113,-79.38575,2017-03-12 17:54:24.675446
2075514,1631989,Entire home/apt,,Waterfront Communities-The Island (77),32,5.0,6,2.0,137.0,,43.648032,-79.373925,2017-03-12 17:54:24.670360
638586,3186285,Entire home/apt,,Waterfront Communities-The Island (77),43,4.5,2,1.0,138.0,,43.642707,-79.392437,2017-03-12 17:54:24.666476
1457064,1919294,Entire home/apt,,Waterfront Communities-The Island (77),3,5.0,2,1.0,137.0,,43.642087,-79.381803,2017-03-12 17:54:24.663609
